ENC;Enfield Chase;ENFC
ENF;Enfield Town;ENFLDTN
ENL;Enfield Lock;ENFLDLK
ENT;Entwistle;ENTWISL
EPD;Epsom Downs;EPSDNS
EPH;Elephant & Castle;ELPHNAC,EPHT
EPS;Epsom;EPSM
ERA;Eastham Rake;ESTHRAK
ERD;Erdington;ERDNGTN
ERH;Erith;ERITH
ERI;Eridge;ERIDGE
ERL;Earlestown;ERLSTWN
ESD;Elmstead Woods;ELMW
ESH;Esher;ESHER
ESL;Eastleigh;ELGH
ESM;Elsenham;ELSENHM
EST;Easterhouse;ESHS
ESW;Elmswell;ELMSWEL
ETC;Etchingham;ETCHNGM
ETL;East Tilbury;ETILBRY
EUS;London Euston;EUSTON
EVE;Evesham;EVESHAM
EWD;Earlswood (West Midlands);ELWD
EWE;Ewell East;EWELLE
EWR;East Worthing;EWRTHNG
EWW;Ewell West;EWELW
EXC;Exeter Central;EXETERC
EXD;Exeter St Davids;EXETRSD
EXG;Exhibition Centre;EXHIBTC
EXM;Exmouth;EXMOUTH
EXN;Exton;EXTON
EXR;Essex Road;ESSEXRD
EXT;Exeter St Thomas;EXETRST
EYN;Eynsford;EYNSFD
FAL;Falmouth Docks;FALMTHD
FAV;Faversham;FAVRSHM
FAZ;Fazakerley;FAZKRLY
FBY;Formby;FORMBY
FCN;Falconwood;FALCNWD
FEA;Featherstone;FTHRSTN
FEG;Fellgate (T&W Metro);FELL
FEL;Feltham;FELTHAM
FEN;Fenny Stratford;FSTR
FER;Fernhill;FERNHIL
FFA;Ffairfach;FFAIRFC
FFD;Freshford;FRESHFD
FGH;Fishguard Harbour;FGDHBR
FGT;Faygate;FAYGATE
FGW;Fishguard & Goodwick;FGDHGWK
FIL;Filey;FILEY
FIN;Finstock;FINSTCK
FIT;Filton Abbey Wood;FILTNEW
FKC;Folkestone Central;FLKSTNC
FKG;Falkirk Grahamston;FALKRKG
FKK;Falkirk High;FALKRKH
FKW;Folkestone West;FLKSTNW
FLD;Fauldhouse;FAULDHS
FLE;Fleet;FLEET
FLF;Flowery Field;FLWRYFD
FLI;Flixton;FLIXTON
FLM;Flimby;FLIMBY
FLN;Flint;FLINT
FLT;Flitwick;FLITWCK
FLW;Fulwell;FULWELL
FLX;Felixstowe;FLXSTOW
FML;Frimley;FRIMLEY
FMR;Falmer;FAMR
FMT;Falmouth Town;FALMTHT
FNB;Farnborough (Main);FRBRMN
FNC;Farncombe;FRNCMB
FNH;Farnham;FARNHAM
FNN;Farnborough North;FRBRNTH
FNR;Farningham Road;FRNNGRD
FNT;Feniton;FENITON
FNV;Furness Vale;FURNESV
FNW;Farnworth;FRNW
FNY;Finchley Road & Frognal;FNCHLYR
FOC;Falls of Cruachan;FLSCRHN
FOD;Ford;FORD
FOG;Forest Gate;FRSTGT
FOH;Forest Hill;FORESTH
FOK;Four Oaks;FOUROKS
FOR;Forres;FORRES
FOX;Foxfield;FOXFILD
FPK;Finsbury Park;FNPK
FRB;Fairbourne;FRBN
FRD;Frodsham;FRDSHM
FRE;Freshfield;FRSHFLD
FRF;Fairfield;FRFD
FRI;Frinton-on-Sea;FRINTON
FRL;Fairlie;FAIRLIE
FRM;Fareham;FAREHAM
FRN;Fearn;FEARN
FRO;Frome;FROME
FRS;Forsinard;FORSNRD
FRT;Frant;FRANT
FRW;Fairwater;FRWATER
FRY;Ferriby;FERRIBY
FSB;Fishbourne;FSHBORN
FSG;Fishersgate;FSHRSGT
FSK;Fiskerton;FISKRTN
FST;London Fenchurch Street;FENCHRS
FTM;Fort Matilda;FRTMTLD
FTN;Fratton;FRATTON
FTW;Fort William;FRTWLM
FWY;Five Ways;FIVEWYS
FXN;Foxton;FOXTON
FYS;Ferryside;FYSD
FZH;Frizinghall;FRZNGHL
FZP;Furze Platt;FURZEP
FZW;Fitzwilliam;FITZWLM
GAR;Garrowhill;GARROWH
GBD;Gilberdyke;GLBRDYK
GBK;Greenbank;GBNK
GBL;Gainsborough Lea Road;GBGHLRD
GBS;Goring-by-Sea;GORNGBS
GCH;Garelochhead;GRLCHHD
GCR;Gloucester;GLOSTER
GCT;Great Coates;GTCOATS
GCW;Glan Conwy;GLNCNWY
GDH;Gordon Hill;GORDONH
GDL;Godley;GODLY
GDN;Godstone;GODSTON
GDP;Gidea Park;GIDEAPK
GEA;Gretna Green;GRETGRN
GER;Gerrards Cross;GERRDSX
GFD;Greenford;GFORD
GFF;Gilfach Fargoed;GLFCHFR
GFN;Giffnock;GIFNOCK
GGJ;Georgemas Junction;GRGMASJ
GGV;Gargrave;GRGRAVE
GIG;Giggleswick;GGLSWCK
GIL;Gillingham (Dorset);GLHM
GIP;Gipsy Hill;GIPSYH
GIR;Girvan;GIRVAN
GKC;Greenock Central;GRENCKC
GKW;Greenock West;GRENCKW
GLC;Glasgow Central;GLGC,GLGCLL
GLD;Guildford;GUILDFD
GLE;Gleneagles;GLNEGLS
GLF;Glenfinnan;GLNFNNN
GLG;Glengarnock;GLGN
GLH;Glasshoughton;GLASHTN
GLM;Gillingham (Kent);GLNGHMK
GLO;Glossop;GLSP
GLQ;Glasgow Queen Street;GLGQHL,GLGQLL
GLS;Glaisdale;GLAISDL
GLT;Glenrothes With Thornton;GLNRTHS
GLY;Glynde;GLYNDE
GLZ;Glazebrook;GLAZBRK
GMB;Grimsby Town;GRMSBYT
GMD;Grimsby Docks;GRMSBYD
GMG;Garth (Glamorgan);GRTHMG
GMN;Great Missenden;GTMSNDN
GMT;Grosmont;GROSMNT
GMV;Great Malvern;GTMLVRN
GMY;Goodmayes;GODMAYS
GNB;Gainsborough Central;GBROC
GNF;Greenfield;GFLD
GNH;Greenhithe;GNHT
GNL;Green Lane;GNLN
GNR;Green Road;GREENRD
GNT;Gunton;GUNTON
GNW;Greenwich;GNWH
GOB;Gobowen;GOBOWEN
GOD;Godalming;GDLMING
GOE;Goldthorpe;GLDTHRP
GOF;Golf Street;GOLFSTR
GOL;Golspie;GOLSPIE
GOM;Gomshall;GOMSHAL
GOO;Goole;GOOLE
GOR;Goring & Streatley;GORASTR
GOS;Grange-over-Sands;GOVS
GOX;Goxhill;GOXHILL
GPK;Grange Park;GRPK
GPO;Gospel Oak;GOSPLOK
GRA;Grantham;GTHM
GRB;Great Bentley;GTBNTLY
GRC;Great Chesterford;GTCHSFD
GRF;Garforth;GARFRTH
GRH;Gartcosh;GRTCSH
GRK;Gourock;GOUROCK
GRL;Greenfaulds;GRNFLDS
GRN;Grindleford;GRNDLFD
GRP;Grove Park;GRVPK
GRS;Garscadden;GSCD
GRT;Grateley;GRATELY
GRV;Gravesend;GRVSEND
GRY;Grays;GRAYS
GSC;Gilshochill;LAMBH
GSD;Garsdale;GARSDLE
GSL;Gunnislake;GUNISLK
GSN;Garston (Hertfordshire);GRSTH
GST;Gathurst;GATHRST
GSW;Garswood;GARW
GSY;Guiseley;GUISELY
GTA;Great Ayton;GTAYTON
GTH;Garth (Powys);GARTH
GTN;Grangetown (South Glamorgan);GNTN
GTO;Gorton;GORTON
GTR;Goostrey;GOOSTRY
GTW;Gatwick Airport;GTWK
GTY;Gatley;GATLEY
GUI;Guide Bridge;GIDB
GUN;Gunnersbury;GNRSBRY
GVE;Garve;GARVE
GVH;Gravelly Hill;GRAVLYH
GWE;Gwersyllt;GWRSYLT
GWN;Gowerton;GOWERTN
GYM;Great Yarmouth;YARMTH
GYP;Gypsy Lane;GYPSYLA
HAB;Habrough;HABRO
HAC;Hackney Downs;HAKNYNM
HAD;Haddiscoe;HADISCO
HAF;Heathrow Airport - Terminal 4;HTRWTM4
HAG;Hagley;HAGLEY
HAI;Halling;HALG
HAL;Hale;HALE
HAM;Hamworthy;HMWTHY
HAN;Hanwell;HANWELL
HAP;Hatfield Peverel;HFLPEVL
HAS;Halesworth;HALSWTH
HAT;Hatfield (Herts);HATFILD
HAV;Havant;HAVANT
HAY;Hayes & Harlington;HAYESAH
HAZ;Hazel Grove;HAZL
HBB;Hubberts Bridge;HBRTBDG
HBD;Hebden Bridge;HBDNBDG
HBN;Hollingbourne;HBRN
HBP;Hornbeam Park;HRNBPK
HBY;Hartlebury;HBRY
HCB;Hackbridge;HKBG
HCH;Holmes Chapel;HCHP
HCN;Headcorn;HEADCRN
HCT;Huncoat;HUNCOAT
HDB;Haydon Bridge;HYDB
HDE;Hedge End;HEDGEND
HDF;Hadfield;HADFILD
HDG;Heald Green;HLDG
HDH;Hampstead Heath;HMPSTDH
HDL;Headstone Lane;HEDSTNL
HDM;Haddenham & Thame Parkway;HADMATP
HDN;Harlesden;HARLSDN
HDW;Hadley Wood;HADLYWD
HDY;Headingley;HEDNGLY
HEC;Heckington;HCKNGTN
HED;Halewood;HALW
HEI;Heighington;HGHNGTN
HEL;Hensall;HENSALL
HEN;Hendon;HDON
HER;Hersham;HERSHAM
HES;Hessle;HESSLE
HEV;Hever;HEVER
HEW;Heworth;HEWORTH
HEX;Hexham;HEXHAM
HFD;Hereford;HEREFRD
HFE;Hertford East;HERTFDE
HFN;Hertford North;HFDN
HFS;Hatfield & Stainforth;HTFLASF
HFX;Halifax;HLFX
HGD;Hungerford;HUNGRFD
HGF;Hag Fold;HAGFOLD
HGG;Haggerston;HAGGERS
HGM;Higham;HIGM
HGN;Hough Green;HOUGHGR
HGR;Hither Green;HTHRGRN
HGS;Hastings;HASTING
HGT;Harrogate;HAGT
HGY;Harringay;HRGY
HHB;Heysham Port;HEYMST
HHD;Holyhead;HLYH
HHE;Haywards Heath;HYWRDSH
HHL;Heath (High Level);HEATHHL
HHY;Highbury & Islington;HGHI,HIGHBYA,HIGHBYE
HIA;Hampton-in-Arden;HMPTNIA
HIB;High Brooms;HBROOMS
HID;Hall i' th' Wood;HITW
HIG;Highbridge & Burnham;HGHBRDG
HIL;Hillside;HILLSID
HIN;Hindley;HINDLEY
HIP;Highams Park;HGHMSPK
HIR;Horton-in-Ribblesdale;HTNRIBL
HIT;Hitchin;HITCHIN
HKC;Hackney Central;HACKNYC
HKH;Hawkhead (Paisley);HWKHEAD
HKM;Hykeham;HYKEHAM
HKN;Hucknall;HUCKNAL
HKW;Hackney Wick;HACKNYW
HLB;Hildenborough;HLDNBRO
HLC;Helensburgh Central;HLNSBRC
HLD;Hellifield;HELIFLD
HLE;Hillington East;HLNGTNE
HLF;Hillfoot;HLFT
HLG;Hall Green;HLGN
HLI;Healing;HEALING
HLL;Heath (Low Level);HEATHLL
HLM;Holmwood;HLMW
HLN;Harlington;HRLG
HLR;Hall Road;HALLRD
HLS;Hilsea;HILSEA
HLU;Helensburgh Upper;HLNSBRU
HLW;Hillington West;HLNGTNW
HLY;Holytown;HOLYTWN
HMC;Hampton Court;HCRT
HMD;Hampden Park;HMPDNPK
HME;Hamble;HMBLE
HML;Hemel Hempstead;HEMLHMP
HMM;Hammerton;HAMERTN
HMN;Homerton;HOMRTON
HMP;Hampton (London);HAMPTON
HMS;Helmsdale;HELMSDL
HMT;Ham Street;HMST
HMW;Hampton Wick;HAMWICK
HMY;Hairmyres;HARMYRS
HNA;Hinton Admiral;HINTONA
HNB;Herne Bay;HRNEBAY
HNC;Hamilton Central;HAMLTNC
HND;Hanborough;HANDBRO
HNF;Hednesford;HDNS
HNG;Hengoed;HENGOED
HNH;Herne Hill;HERNEH
HNK;Hinckley (Leics);HINCKLY
HNL;Henley-in-Arden;HENLYIA
HNT;Huntly;HNTL
HNW;Hamilton West;HAMLTNW
HNX;Hunts Cross;HUNTSX
HOC;Hockley;HOCKLEY
HOH;Harrow-on-the-Hill;HAROOTH
HOK;Hook;HOOK
HOL;Holton Heath;HOLTONH
HON;Honiton;HONITON
HOO;Hooton;HOOTON
HOP;Hope (Derbyshire);HOPD
HOR;Horley;HORLEY
HOT;Henley-on-Thames;HNLYOT
HOU;Hounslow;HOUNSLW
HOV;Hove;HOVE
HOW;Howden;HOWDEN
HOX;Hoxton;HOXTON
HOY;Honley;HONLEY
HOZ;Howwood;HOWOOD
HPA;Honor Oak Park;HONROPK
HPD;Harpenden;HRPNDN
HPE;Hope (Clywd);HOPC
HPL;Hartlepool;HRTLEPL
HPN;Hapton;HAPTON
HPQ;Harwich International;PRKSTON
HPT;Hopton Heath;HOPTONH
HRD;Harling Road;HRLNGRD
HRH;Horsham;HORSHAM
HRL;Harlech;HRLC
HRM;Harrietsham;HRSM
HRN;Hornsey;HRNSY
HRO;Harold Wood;HRLDWOD
HRR;Harrington;HNGT
HRS;Horsforth;HSFT
HRW;Harrow & Wealdstone;HROW,HROWDC
HRY;Harringay Green Lanes;HRGYGL
HSB;Helsby;HELSBY
HSC;Hoscar;HOSCAR
HSD;Hamstead;HAMSTED
HSG;Hathersage;HATHRSG
HSK;Hassocks;HASOCKS
HSL;Haslemere;HASLEMR
HST;High Street (Glasgow);GLGHST
HSW;Heswall;HESWALL
HSY;Horsley;HRSLEY
HTC;Heaton Chapel;HTCP
HTE;Hatch End;HTCHEND
HTF;Hartford;HARTFD
HTH;Handforth;HNDFRTH
HTN;Hatton;HATTON
HTO;Hightown;HITN
HTW;Hartwood;HRTW
HTY;Hattersley;HATRSLY
HUB;Hunmanby;HUNMNBY
HUD;Huddersfield;HDRSFLD
HUL;Hull;HULL
HUN;Huntingdon;HNTNGDN
HUP;Humphrey Park;HMPHRYP
HUR;Hurst Green;HRSTGRN
HUT;Hutton Cranswick;HTNCRNS
HUY;Huyton;HUYTON
HVF;Haverfordwest;HAVRFDW
HVN;Havenhouse;HAVENHS
HWB;Hawarden Bridge;HAWDNBG
HWC;Harwich Town;HARWICH
HWD;Hawarden;HAWARDN
HWH;Haltwhistle;HLTWHST
HWI;Horwich Parkway;HORWICH
HWM;Harlow Mill;HRLWMIL
HWN;Harlow Town;HRLWTWN
HWV;Heathrow Airport - Terminal 5;HTRWTM5
HWW;How Wood (Herts);HOWWOOD
HWY;High Wycombe;HWYCOMB
HXM;Wroxham (Hoveton & Wroxham);WROXHAM
HXX;Heathrow Airport - Central Terminal Area (T123);HTRWAPT
HYB;Honeybourne;HONYBRN
HYC;Hyde Central;HYDEC
HYD;Heyford;HEYFORD
HYH;Hythe (Essex);CLCHHYT
HYK;Hoylake;HOYLAKE
HYL;Hayle;HAYLE
HYM;Haymarket;HAYMRKT
HYN;Hyndland;HYNDLND
HYR;Haydons Road;HYDNSRD
HYS;Hayes (Kent);HAYS
HYT;Hyde North;HYDEN
HYW;Hinchley Wood;HNCHLYW
IBM;IBM;IBMM
IFD;Ilford;ILFORD
IFI;Ifield;IFIELD
IGD;Invergordon;IVRGRD
ILK;Ilkley;ILKLEY
IMW;Imperial Wharf;CSEAH
INC;Ince;INCE
INE;Ince & Elton;INEL
ING;Invergowrie;INVGWRE
INH;Invershin;INVRSHN
INK;Inverkeithing;IVRKTHG
INP;Inverkip;INVERKP
INR;Inverurie;INVURIE
INS;Insch;INSCH
INT;Ingatestone;INGTSTN
INV;Inverness;IVRNESS
IPS;Ipswich;IPSWICH
IRL;Irlam;IRLAM
IRV;Irvine;IRVN
ISL;Isleworth;ISLEWTH
ISP;Islip;ISLIP
IVR;Iver;IVER
IVY;Ivybridge;IVYBDGE
JEQ;Jewellery Quarter;BHAMJEW
JHN;Johnstone;JOHNSTN
JOH;Johnston (Dyfed);JHNSTND
JOR;Jordanhill;JORDANH
KBC;Kinbrace;KINBRAC
KBF;Kirkby-in-Furness;KRKBYIF
KBK;Kents Bank;KTBK
KBN;Kilburn High Road;KLBRNHR
KBW;Knebworth;KNEBWTH
KBX;Kirby Cross;KIRBYX
KCK;Knockholt;KNCKHLT
KDB;Kidbrooke;KIDBROK
KDG;Kidsgrove;KIDSGRV
KDY;Kirkcaldy;KCLD
KEH;Keith;KEITH
KEI;Keighley;KEIGHLY
KEL;Kelvedon;KELVEDN
KEM;Kemble;KEMBLE
KEN;Kendal;KENDAL
KET;Kettering;KETR
KEY;Keyham;KEYHAM
KGE;Kingsknowe;KNGW
KGH;Kinghorn;KGHN
KGL;Kings Langley;KLGL
KGM;Kingham;KINGHAM
KGN;Kings Nympton;KNYMPTN
KGP;Kings Park;KGPK
KGS;Kings Sutton;KINSSTN
KGT;Kilgetty;KILGETY
KGX;London Kings Cross;KNGX
KID;Kidderminster;KDRMNST
KIL;Kildonan;KILDONN
KIN;Kingussie;KGUSSIE
KIR;Kirkby;KKBY
KIT;Kintbury;KNTBRY
KIV;Kiveton Bridge;KVTNBDG
KKB;Kirkby in Ashfield;KRKYCEN
KKD;Kirkdale;KRKDALE
KKH;Kirkhill;KRKH
KKM;Kirkham & Wesham;KIRKHAM
KKN;Kirknewton;KRKNWTN
KKS;Kirk Sandall;KKSNDAL
KLD;Kildale;KLDL
KLM;Kilmaurs;KLMAURS
KLN;Kings Lynn;KLYNN
KLY;Kenley;KNLY
KMH;Kempston Hardwick;KMPSTNH
KMK;Kilmarnock;KILMRNK
KML;Kemsley;KMSLY
KMP;Kempton Park;KMPTNPK
KMS;Kemsing;KEMSING
KNA;Knaresborough;KNRSBGH
KND;Kingswood;KGWD
KNE;Kennett;KENNETT
KNF;Knutsford;KNUTSFD
KNG;Kingston;KGSTON
KNI;Knighton;KNIGHTN
KNL;Kensal Green;KENSLG
KNN;Kings Norton;KNORTON
KNO;Knottingley;KNTNGLY
KNR;Kensal Rise;KENR
KNS;Kennishead;KENISHD
KNT;Kenton;KTON
KNU;Knucklas;KNUCKLS
KPA;Kensington Olympia;KENOLYM
KPT;Kilpatrick;KLPTRCK
KRK;Kirkconnel;KRKC
KSL;Kearsley;KEARSLY
KSN;Kearsney;KSNY
KSW;Kirkby Stephen;KSTP
KTH;Kent House;KENTHOS
KTL;Kirton Lindsey;KRTNLND
KTN;Kentish Town;KNTSHTN
KTW;Kentish Town West;KNTSHTW
KVD;Kelvindale;DAWSHLM
KVP;Kiveton Park;KVTNPK
KWB;Kew Bridge;KEWBDGE
KWD;Kirkwood;KRKWOOD
KWG;Kew Gardens;KEWGRDN
KWL;Kidwelly;KIDWELY
KWN;Kilwinning;KILWNNG
KYL;Kyle of Lochalsh;KYLELSH
KYN;Keynsham;KEYNSHM
LAC;Lancing;LNCG
LAD;Ladywell;LDYW
LAG;Langwith Whaley Thorns;LGWITH
LAI;Laindon;LAINDON
LAK;Lakenheath;LAKNHTH
LAM;Lamphey;LAMPHEY
LAN;Lancaster;LANCSTR
LAP;Lapford;LAPFORD
LAR;Largs;LARGS
LAS;Llansamlet;LLNSMLT
LAU;Laurencekirk;LRNCKRK
LAW;Landywood;LNDYW
LAY;Layton (Lancs);LAYTON
LBG;London Bridge;LNDNBDG,LNDNBDC,LNDNBDE
LBK;Long Buckby;LNGBKBY
LBO;Loughborough;LOGHBRO
LBR;Llanbedr;LBDR
LBT;Larbert;LARBERT
LBZ;Leighton Buzzard;LTNBZRD
LCC;Lochluichart;LCHLCHR
LCG;Lochgelly;LCHGLLY
LCK;Lockwood;LKWD
LCL;Lochailort;LCHALRT
LCN;Lincoln Central;LINCLNC
LCS;Locheilside;LCHESDE
LDN;Llandanwg;LNDW
LDS;Leeds;LEEDS
LDY;Ladybank;LADYBNK
LEA;Leagrave;LEAGRVE
LED;Ledbury;LDBURY
LEE;Lee;LEEE
LEG;Lea Green;LEGR
LEH;Lea Hall;LEAHALL
LEI;Leicester;LESTER
LEL;Lelant;LELANT
LEM;Leyton Midland Road;LEYTNMR
LEN;Lenham;LENHAM
LEO;Leominster;LEOMNST
LER;Leytonstone High Road;LYTNSHR
LES;Leigh-On-Sea;LHONSEA
LET;Letchworth Garden City;LTCE
LEU;Leuchars;LEUCHRS
LEW;Lewisham;LEWISHM
LEY;Leyland;LEYLAND
LFD;Lingfield;LINGFLD
LGB;Langbank;LGBK
LGD;Lingwood;LGWOOD
LGE;Long Eaton;LNGEATN
LGF;Longfield;LGFD
LGG;Langley Green;LGRN
LGJ;Loughborough Junction;LBGHJN
LGK;Longbeck;LONGBCK
LGM;Langley Mill;LGML
LGN;Longton;LNTN
LGO;Llangynllo;LLGUNLO
LGS;Langside;LNSD
LGW;Langwathby;LWBY
LHA;Loch Awe;LOCHAWE
LHD;Leatherhead;LETHRHD
LHE;Loch Eil Outward Bound;LCEILOB
LHM;Lealholm;LEALHLM
LHO;Langho;LGHO
LHS;Limehouse;LIMHSE
LHW;Lochwinnoch;LCHWNCH
LIC;Lichfield City;LCHC
LID;Lidlington;LDLNGTN
LIH;Leigh (Kent);LEIGHK
LIN;Linlithgow;LNLTHGW
LIP;Liphook;LIPHOOK
LIS;Liss;LISS
LIT;Littlehampton;LTLHMPT
LIV;Liverpool Lime Street (High Level);LVRPLSH,LVRPLSL
LKE;Lake;LAKEIOW
LLA;Llanaber Halt;LNAB
LLC;Llandecwyn;LNDC
LLD;Llandudno;LUDO
LLE;Llanelli;LLNLLI
LLF;Llanfairfechan;LANFRFC
LLG;Llangadog;LLGADOG
LLH;Llangennech;LLGNNCH
LLI;Llandybie;LLDYBIE
LLJ;Llandudno Junction;LANDUDJ
LLL;Llandeilo;LLDEILO
LLM;Llangammarch;LLGMMRW
LLN;Llandaf;LLANDAF
LLO;Llandrindod;LLDODW
LLR;Llanharan;LLHARAN
LLS;Llanishen;LLISHEN
LLT;Llanbister Road;LLBSTRD
LLV;Llandovery;LLDVERY
LLW;Llwyngwril;LYNGRIL
LLY;Llwynypia;LLWYNYP
LMS;Leamington Spa;LMNGTNS
LNB;Llanbradach;LLBRDCH
LND;Longniddry;LNGNDRY
LNG;Longcross;LNGCROS
LNK;Lanark;LANARK
LNR;Llanwrda;LLWRDA
LNW;Llanwrtyd;LLWRTYW
LNY;Langley (Berks);LANGLEY
LNZ;Lenzie;LENZIE
LOB;Longbridge;LONB
LOC;Lockerbie;LCKRBIE
LOF;London Fields;LONFLDS
LOH;Lostock Hall;LSTH
LOO;Looe;LOOE
LOS;Lostwithiel;LSTWTHL
LOT;Lostock;LOSTCKP
LOW;Lowdham;LOWDHAM
LPG;Llanfairpwll;LFPW
LPR;Long Preston;LPRESTN
LPT;Longport;LNGP
LPW;Lapworth;LAPWRTH
LPY;Liverpool South Parkway;ALERTN,LVRPSPY
LRB;London Road (Brighton);BRGHLRD
LRD;London Road (Guildford);LRDGFD
LRG;Lairg;LAIRG
LRH;Larkhall;LARKHAL
LSK;Liskeard;LISKARD
LSN;Livingston North;LVNSTNN
LST;London Liverpool Street;LIVST
LSW;Leasowe;LEASOWE
LSY;Lower Sydenham;LSYDNHM
LTG;Lostock Gralam;LSTG
LTH;Llanhilleth;LLHLETH
LTK;Little Kimble;LTLKMBL
LTL;Littleborough;LITLBRO
LTM;Lytham;LYTHAM
LTN;Luton Airport Parkway;LUTOAPY
LTP;Littleport;LTLPORT
LTS;Lelant Saltings;LELANTS
LTT;Little Sutton;LTLSUTN
LTV;Lichfield Trent Valley;LCHTTVL,LCHTTVH
LUD;Ludlow;LUDLOW
LUT;Luton;LUTON
LUX;Luxulyan;LUXULYN
LVC;Liverpool Central;LVRPLCH,LVRPLCL
LVG;Livingston South;LVNSTNS
LVJ;Liverpool James Street;JAMESST
LVM;Levenshulme;LVHM
LVN;Littlehaven;LHVN
LVT;Lisvane & Thornhill;LTHH
LWH;Lawrence Hill;LAWRNCH
LWM;Llantwit Major;LLNWTMR
LWR;Llanrwst;LNRWST
LWS;Lewes;LEWES
LWT;Lowestoft;LOWSTFT
LYC;Lympstone Commando;LYMPSTC
LYD;Lydney;LYDNEY
LYE;Lye;LYEE
LYM;Lympstone Village;LYMPSTN
LYP;Lymington Pier;LMTNPIR
LYT;Lymington Town;LMTNTWN
LZB;Lazonby & Kirkoswald;LAZKRKO
MAC;Macclesfield;MACLSFD
MAG;Maghull;MAGHULL
MAI;Maidenhead;MDNHEAD
MAL;Malden Manor;MALDENM
MAN;Manchester Piccadilly;MNCRPIC
MAO;Martins Heron;MHERON
MAR;Margate;MARGATE
MAS;Manors;MANORS
MAT;Matlock;MATLOCK
MAU;Mauldeth Road;MLDTHRD
MAX;Maxwell Park;MAXWLPK
MAY;Maybole;MAYBOLE
MBK;Millbrook (Hants);MBRK
MBR;Middlesbrough;MDLSBRO
MCB;Moulsecoomb;MLSECMB
MCE;MetroCentre;GTSHDMC
MCH;March;MRCH
MCM;Morecambe;MORCAME
MCN;Machynlleth;MCHYNLT
MCO;Manchester Oxford Road;MNCROXR
MCV;Manchester Victoria;MNCRVIC
MDB;Maidstone Barracks;MSTONEB
MDE;Maidstone East;MSTONEE
MDG;Midgham;MIDGHAM
MDL;Middlewood;MDWD
MDN;Maiden Newton;MDNNWTN
MDS;Morden South;MORDENS
MDW;Maidstone West;MSTONEW
MEC;Meols Cop;MEOLSCP
MEL;Meldreth;MELDRTH
MEN;Menheniot;MENHENT
MEO;Meols;MELS
MEP;Meopham;MEOPHAM
MER;Merthyr Tydfil;MERTHYR
MES;Melton;MELTON
MEV;Merthyr Vale;MERTHRV
MEW;Maesteg (Ewenny Road);MAESTER
MEX;Mexborough;MEXBRGH
MEY;Merryton;MRRYTON
MFA;Morfa Mawddach;MFAM
MFF;Minffordd;MINFORD
MFH;Milford Haven;MLFDHVN
MFL;Mount Florida;MTFL
MFT;Mansfield Town;MFLDTWN
MGM;Metheringham;MTHRNGH
MGN;Marston Green;MRSTNGR
MHM;Merstham;MERSTHM
MHR;Market Harborough;MRKTHRB
MHS;Meadowhall;MEADWHL
MIA;Manchester Airport;MNCRIAP
MIC;Micheldever;MCHLDVR
MIH;Mills Hill;MLSHILL
MIJ;Mitcham Junction;MITCHMJ
MIK;Micklefield;MCKLFLD
MIL;Mill Hill Broadway;MLHB
MIM;Moreton-in-Marsh;MINMARS
MIN;Milliken Park;MILKNPK
MIR;Mirfield;MIRFILD
MIS;Mistley;MISTLEY
MKC;Milton Keynes Central;MKNSCEN
MKM;Melksham;MELKSHM
MKR;Market Rasen;MKTR
MKT;Marks Tey;MRKSTEY
MLB;Millbrook (Bedfordshire);MLBRKB
MLD;Mouldsworth;MLDSWTH
MLF;Milford (Surrey);MLFORD
MLG;Mallaig;MLAIG
MLH;Mill Hill (Lancashire);MLHL
MLM;Millom;MLLM
MLN;Milngavie;MLGV
MLT;Malton;MALTON
MLW;Marlow;MARLOW
MLY;Morley;MRLY
MMO;Melton Mowbray;MLTNSDG
MNC;Markinch;MKIN
MNE;Manea;MANEA
MNG;Manningtree;MANNGTR
MNN;Menston;MENSTON
MNP;Manor Park;MANRPK
MNR;Manor Road;MNRD
MOB;Mobberley;MOBERLY
MOG;Moorgate (Great Northern);MRGT
MON;Monifieth;MONIFTH
MOO;Muir of Ord;MUROORD
MOR;Mortimer;MTIMER
MOS;Moss Side;MSSD
MOT;Motspur Park;MOTSPRP
MPK;Mosspark;MSSPARK
MPL;Marple;MARPLE
MPT;Morpeth;MRPTHRP
MRB;Manorbier;MNORBER
MRD;Morchard Road;MOCHARD
MRF;Moorfields;MORFLDS,MORFNL
MRN;Marden;MARDEN
MRP;Moorthorpe;MORTHRP
MRR;Morar;MORAR
MRS;Monks Risborough;MNKRISB
MRT;Moreton (Merseyside);MOTO
MRY;Maryport;MPRT
MSD;Moorside;MRSD
MSH;Mossley Hill;MSLH
MSK;Marske;MRSK
MSL;Mossley (Greater Manchester);MOSSLEY
MSN;Marsden;MRSN
MSO;Moston;MSTN
MSR;Minster;MINSTER
MSS;Moses Gate;MSGT
MST;Maesteg;MAESTGW
MSW;Mansfield Woodhouse;MFLDWSE
MTA;Mountain Ash;MASH
MTB;Matlock Bath;MATLCKB
MTC;Mitcham Eastfields;ESTFLDS
MTG;Mottingham;MOTNGHM
MTH;Motherwell;MOTHRWL
MTL;Mortlake;MRTLKE
MTM;Martin Mill;MMIL
MTN;Moreton (Dorset);MORETON
MTO;Marton;MARTON
MTP;Montpelier;MONPELR
MTS;Montrose;MONTRSE
MTV;Mount Vernon;MNTVRNN
MUB;Musselburgh;MSELBGH
